52 58 58 73 83 DF AE 42 A7
ED C2 5B 6D 84 F1 11 86 22
2C A7 7E 3C EF E8 00 F2 6E
24 AF 86 34 F7 E0 8D FA 77
80 5B 52 28 E3 D4 01 E6 C7
93 61 45 D3 1A 7A 37 2B C5
69 4E E7 E1 10 65 AF 12 4C
60 7B 32 08 C3 B4 CC C6 B6
6A 40 00 0B 2B 70 5A EA 84
E2 C8 68 A3 B3 08 D6 72 78
E7 05 A9 2F 7E D6 B4 8F BE
ED C2 5B 6D 84 F1 5F 86 68
37 B5 79 1F 6E C6 B4 7F 0E
3D 72 2B 5D 74 E1 3E 76 B7
C7 25 09 8F DE 36 38 EF 22
A2 08 A8 E3 F3 48 64 B2 D6
A4 2F 06 B4 77 60 E8 7A EE
AE F4 B4 D7 DF 3C 66 9E BC
02 A8 88 C3 D3 28 F9 92 C3
08 D3 EA 90 5B 3C EC 5E 4E
04 CF E6 94 57 40 FE 5A 44
A9 0E A7 A1 D0 25 73 D2 D0
B3 41 E5 73 BA 1A E0 CB 0E
40 9B 92 68 23 14 2D 26 B3
22 88 28 63 73 C8 AD 32 97
1E 84 24 67 6F CC B0 2E 96
70 6B 42 F8 B3 A4 74 B6 2E
87 65 49 CF 1E 76 97 2F 41
80 5B 52 28 E3 D4 B5 E6 9B
BA F0 D0 FB 1B 60 E4 DA 5E
DB 19 9D 3B 92 E2 51 A3 47
E8 F3 CA 70 3B 1C 1A 3E 5C
4A 60 60 6B 8B D0 64 4A 6E
38 A3 9A 60 2B 0C DD 2E 6B
36 6C 4C 7F 97 E4 3A 56 38
15 9A 13 35 5C B9 B8 5E 51
23 D1 55 03 4A AA D2 5B A0
